DateTime,Accelerometer,x,y,z,Temperature,Lux,Humidity,Proximity,Pressure,Altitude,Roll,Pitch 
2018-11-8 16:5:9.000,-2.19,0.29,-8.57,23.15,331.00,26.78,4.07,102094.04,-69.22,178.09,14.35
2018-11-8 16:5:10.500,-3.59,0.39,-8.10,23.15,340.00,26.79,4.05,102084.93,-68.40,177.24,23.88
2018-11-8 16:5:10.000,-5.05,0.60,-8.06,23.16,270.00,26.84,4.07,102089.34,-68.80,175.73,32.00
2018-11-8 16:5:11.500,-6.00,0.63,-6.29,23.16,183.00,26.92,4.07,102094.86,-69.29,174.28,43.48
2018-11-8 16:5:11.000,-7.25,0.30,-5.27,23.16,143.00,27.04,4.05,102092.92,-69.12,176.79,53.96
2018-11-8 16:5:12.500,-8.00,0.36,-3.91,23.16,133.00,27.14,4.05,102084.64,-68.37,174.69,63.87
2018-11-8 16:5:12.000,-8.91,0.29,-2.15,23.17,89.00,28.09,4.05,102089.02,-68.77,172.38,76.35
2018-11-8 16:5:13.500,-8.63,0.30,-1.31,23.18,82.00,29.43,4.07,102093.41,-69.16,167.26,81.15
2018-11-8 16:5:13.000,-9.25,0.11,0.22,23.19,98.00,30.38,4.05,102086.77,-68.56,27.55,88.47
2018-11-8 16:5:14.500,-9.39,-0.33,1.70,23.19,104.00,31.15,4.07,102092.29,-69.06,-10.87,79.58
2018-11-8 16:5:14.000,-8.48,-0.38,3.59,23.18,107.00,31.78,4.06,102085.11,-68.42,-6.09,66.92
2018-11-8 16:5:15.500,-8.09,-0.08,4.26,23.20,107.00,32.25,4.07,102091.14,-68.96,-1.03,62.23
2018-11-8 16:5:15.000,-7.47,0.10,5.50,23.20,109.00,32.46,4.07,102096.67,-69.46,1.00,53.65
2018-11-8 16:5:16.500,-7.69,-0.07,5.58,23.20,110.00,32.55,4.03,102096.67,-69.46,-0.69,54.07
2018-11-8 16:5:16.000,-7.94,0.04,4.89,23.20,107.00,32.53,4.04,102096.67,-69.46,0.45,58.40
2018-11-8 16:5:17.500,-8.08,0.26,4.37,23.20,107.00,32.51,4.07,102096.67,-69.46,3.39,61.58
2018-11-8 16:5:17.000,-8.55,0.22,3.97,23.21,103.00,32.45,4.05,102091.97,-69.03,3.18,65.10
2018-11-8 16:5:18.500,-8.82,0.70,3.49,23.21,102.00,32.32,4.05,102090.00,-68.86,11.34,68.05
2018-11-8 16:5:18.000,-9.08,0.64,2.21,23.22,101.00,32.30,4.07,102097.17,-69.50,16.18,75.77
2018-11-8 16:5:19.500,-9.17,0.66,1.13,23.21,88.00,32.29,4.07,102095.52,-69.35,30.32,81.88
2018-11-8 16:5:19.000,-9.17,0.64,0.46,23.22,88.00,32.33,4.07,102093.59,-69.18,54.39,85.08
2018-11-8 16:5:20.500,-9.15,0.70,-1.24,23.23,100.00,32.50,4.07,102086.91,-68.58,150.51,81.18
2018-11-8 16:5:20.000,-8.87,0.38,-3.08,23.24,85.00,32.98,4.07,102091.33,-68.98,172.93,70.69
2018-11-8 16:5:21.500,-8.53,0.10,-4.02,23.25,74.00,33.31,4.08,102092.95,-69.12,178.65,64.74
2018-11-8 16:5:21.000,-7.87,0.23,-4.29,23.24,87.00,33.10,4.07,102092.16,-69.05,176.95,61.38
2018-11-8 16:5:22.500,-7.01,0.52,-5.72,23.25,105.00,32.94,4.08,102090.18,-68.87,174.84,50.69
2018-11-8 16:5:22.000,-5.81,0.82,-7.00,23.25,159.00,32.77,4.07,102099.30,-69.69,173.30,39.51
2018-11-8 16:5:23.500,-4.10,1.23,-8.07,23.25,176.00,32.67,4.08,102092.95,-69.12,171.37,26.68
2018-11-8 16:5:23.000,-3.05,1.03,-8.83,23.26,261.00,32.63,4.06,102094.63,-69.27,173.33,18.91
2018-11-8 16:5:24.500,-1.77,0.74,-9.40,23.28,335.00,32.90,4.07,102095.09,-69.31,175.52,10.65
2018-11-8 16:5:24.000,-0.81,1.06,-9.56,23.28,390.00,33.26,4.07,102095.92,-69.39,173.67,4.84
2018-11-8 16:5:25.500,1.03,0.92,-9.43,23.28,402.00,33.80,4.07,102093.16,-69.14,174.44,-6.23
2018-11-8 16:5:25.000,2.11,-0.83,-9.22,23.29,324.00,34.21,4.07,102097.54,-69.53,-174.85,-12.83
2018-11-8 16:5:26.500,2.21,-2.62,-8.75,23.30,237.00,34.15,4.08,102087.31,-68.61,-163.31,-13.62
2018-11-8 16:5:26.000,1.75,-3.79,-8.74,23.29,321.00,33.84,4.07,102097.54,-69.53,-156.54,-10.43
2018-11-8 16:5:27.500,2.02,-4.76,-7.87,23.30,223.00,33.38,4.11,102090.08,-68.86,-148.85,-12.39
2018-11-8 16:5:27.000,1.68,-6.01,-7.12,23.29,248.00,32.70,4.07,102096.75,-69.46,-139.85,-10.20
2018-11-8 16:5:28.500,1.47,-7.06,-6.69,23.29,208.00,32.11,4.07,102094.78,-69.29,-133.45,-8.57
2018-11-8 16:5:28.000,1.35,-7.68,-5.53,23.29,181.00,31.58,4.07,102094.78,-69.29,-125.74,-8.12
2018-11-8 16:5:29.500,0.59,-8.41,-5.01,23.29,150.00,31.10,4.08,102094.78,-69.29,-120.79,-3.47
2018-11-8 16:5:29.000,0.76,-9.01,-4.04,23.28,152.00,30.70,4.08,102089.57,-68.82,-114.16,-4.38
2018-11-8 16:5:30.500,0.40,-9.43,-2.04,23.28,148.00,30.37,4.10,102090.40,-68.89,-102.22,-2.39
2018-11-8 16:5:30.000,0.32,-9.67,-1.13,23.28,141.00,30.05,4.08,102087.64,-68.64,-96.68,-1.86
2018-11-8 16:5:31.500,0.47,-9.80,0.34,23.29,131.00,29.80,4.08,102096.75,-69.46,-87.99,-2.74
2018-11-8 16:5:31.000,0.77,-9.59,1.11,23.29,123.00,29.61,4.10,102094.78,-69.29,-83.40,-4.54
2018-11-8 16:5:32.500,0.37,-9.12,2.75,23.28,112.00,29.47,4.06,102090.40,-68.89,-73.23,-2.25
2018-11-8 16:5:32.000,0.11,-8.89,4.72,23.29,107.00,29.30,4.03,102092.02,-69.04,-62.03,-0.60
2018-11-8 16:5:33.500,-0.45,-7.84,6.11,23.29,121.00,29.21,4.07,102092.02,-69.04,-52.05,2.59
2018-11-8 16:5:33.000,-0.47,-6.10,6.40,23.29,139.00,29.08,4.00,102093.98,-69.21,-43.64,3.04
2018-11-8 16:5:34.500,-0.69,-4.69,8.76,23.28,157.00,28.98,3.97,102095.92,-69.39,-28.17,3.97
2018-11-8 16:5:34.000,-1.91,-3.53,9.28,23.30,176.00,28.97,3.99,102096.42,-69.43,-20.85,10.87
2018-11-8 16:5:35.500,-2.66,-3.79,8.80,23.29,185.00,28.99,3.93,102089.25,-68.79,-23.31,15.53
2018-11-8 16:5:35.000,-1.34,-5.87,6.17,23.30,181.00,29.31,3.97,102088.14,-68.69,-43.59,8.95
2018-11-8 16:5:36.500,-0.30,-7.79,5.54,23.31,158.00,29.79,3.97,102091.69,-69.01,-54.59,1.78
2018-11-8 16:5:36.000,-2.00,-8.40,4.44,23.31,138.00,29.78,3.99,102094.45,-69.26,-62.12,11.90
2018-11-8 16:5:37.500,-2.21,-8.90,0.44,23.30,121.00,29.56,3.99,102088.14,-68.69,-87.17,13.95
2018-11-8 16:5:37.000,-0.23,-9.56,-1.27,23.32,111.00,29.41,4.06,102093.34,-69.16,-97.60,1.37
2018-11-8 16:5:38.500,0.15,-8.34,-3.10,23.31,141.00,29.36,4.03,102089.76,-68.83,-110.41,-0.99
2018-11-8 16:5:38.000,0.74,-7.55,-6.03,23.30,162.00,29.14,4.08,102088.14,-68.69,-128.61,-4.37
2018-11-8 16:5:39.500,0.29,-5.52,-7.21,23.31,157.00,29.01,4.11,102081.47,-68.09,-142.60,-1.81
2018-11-8 16:5:39.000,-0.19,-3.98,-8.91,23.32,281.00,28.95,4.04,102093.34,-69.16,-155.91,1.12
2018-11-8 16:5:40.500,0.38,-2.05,-8.99,23.32,412.00,28.95,4.08,102085.05,-68.41,-167.16,-2.38
2018-11-8 16:5:40.000,0.58,-0.68,-8.87,23.32,442.00,28.96,4.06,102088.64,-68.73,-175.63,-3.76
2018-11-8 16:5:41.500,-3.88,-0.61,-7.71,23.32,340.00,28.88,4.08,102087.81,-68.66,-175.47,26.64
2018-11-8 16:5:41.000,-6.94,-0.68,-5.52,23.31,253.00,28.70,4.06,102089.76,-68.83,-172.99,51.29
2018-11-8 16:5:42.500,-8.83,-1.11,-2.87,23.33,116.00,28.66,4.05,102094.96,-69.30,-158.87,70.77
2018-11-8 16:5:42.000,-8.84,-2.22,2.46,23.33,104.00,28.84,4.07,102090.27,-68.88,-42.08,69.44
2018-11-8 16:5:43.500,-7.31,-2.94,5.20,23.35,107.00,29.55,4.07,102084.41,-68.35,-29.49,50.74
2018-11-8 16:5:43.000,-4.90,-3.10,7.72,23.35,114.00,30.75,4.02,102090.77,-68.92,-21.90,30.52
2018-11-8 16:5:44.500,-3.09,-3.48,8.68,23.35,137.00,31.31,4.03,102087.17,-68.60,-21.84,18.31
2018-11-8 16:5:44.000,-3.87,-3.45,8.07,23.35,156.00,31.18,4.00,102089.94,-68.85,-23.15,23.81
2018-11-8 16:5:45.500,-7.17,-2.74,5.13,23.34,137.00,30.83,4.04,102091.08,-68.95,-28.09,50.92
2018-11-8 16:5:45.000,-8.30,-1.62,3.30,23.34,112.00,30.71,4.03,102080.03,-67.96,-26.17,66.13
2018-11-8 16:5:46.500,-9.50,-1.37,0.13,23.34,109.00,30.66,4.04,102094.64,-69.27,-84.41,81.76
2018-11-8 16:5:46.000,-9.19,-0.98,-0.02,23.34,112.00,30.62,4.07,102097.41,-69.52,-91.13,83.93
2018-11-8 16:5:47.500,-8.56,-0.28,-3.16,23.35,97.00,30.49,4.09,102084.41,-68.35,-174.99,69.67
2018-11-8 16:5:47.000,-7.12,0.07,-5.48,23.34,98.00,30.46,4.06,102094.64,-69.27,179.31,52.41
2018-11-8 16:5:48.500,-3.95,0.60,-8.37,23.35,169.00,30.36,4.07,102082.48,-68.18,175.89,25.18
2018-11-8 16:5:48.000,-2.28,0.60,-8.99,23.36,278.00,30.24,4.09,102092.38,-69.07,176.17,14.21
2018-11-8 16:5:49.500,-2.33,0.50,-8.83,23.35,321.00,30.12,4.08,102082.48,-68.18,176.79,14.74
2018-11-8 16:5:49.000,-1.03,0.42,-9.59,23.35,336.00,30.03,4.05,102085.23,-68.43,177.50,6.15
2018-11-8 16:5:50.500,-0.39,0.34,-9.07,23.36,300.00,30.08,4.07,102086.03,-68.50,177.84,2.48
2018-11-8 16:5:50.000,-0.31,0.42,-9.66,23.37,282.00,30.13,4.07,102088.47,-68.72,177.51,1.82
2018-11-8 16:5:51.500,0.04,0.45,-9.45,23.37,278.00,29.97,4.06,102087.68,-68.65,177.28,-0.23
2018-11-8 16:5:51.000,0.60,0.40,-9.71,23.37,286.00,29.81,4.07,102087.68,-68.65,177.64,-3.55
2018-11-8 16:5:52.500,2.86,0.39,-9.08,23.37,289.00,30.00,4.09,102088.47,-68.72,177.54,-17.49
2018-11-8 16:5:52.000,4.28,0.76,-8.91,23.38,488.00,30.52,4.09,102090.13,-68.87,175.16,-25.59
2018-11-8 16:5:53.500,5.12,0.43,-8.81,23.39,514.00,31.05,4.08,102088.15,-68.69,177.21,-30.10
2018-11-8 16:5:53.000,5.72,0.31,-7.72,23.40,685.00,31.89,4.07,102092.56,-69.09,177.74,-36.51
2018-11-8 16:5:54.500,7.25,0.40,-6.17,23.40,724.00,31.89,4.07,102085.09,-68.41,176.28,-49.55
2018-11-8 16:5:54.000,8.19,0.50,-5.68,23.40,692.00,31.55,4.05,102092.56,-69.09,175.00,-55.16
2018-11-8 16:5:55.500,8.79,0.43,-4.22,23.40,657.00,31.23,4.08,102084.27,-68.34,174.19,-64.23
2018-11-8 16:5:55.000,9.94,0.91,-2.38,23.39,647.00,30.86,4.07,102083.45,-68.27,159.05,-75.65
2018-11-8 16:5:56.500,9.90,1.20,1.03,23.40,593.00,30.51,4.07,102087.03,-68.59,49.18,-80.93
2018-11-8 16:5:56.000,9.45,0.05,-3.54,23.41,461.00,30.27,4.07,102088.66,-68.73,179.24,-69.45
2018-11-8 16:5:57.500,7.76,-2.84,-5.38,23.40,652.00,29.93,4.07,102087.86,-68.66,-152.24,-51.90
2018-11-8 16:5:57.000,6.74,-5.45,-4.50,23.39,596.00,29.64,4.07,102090.91,-68.94,-129.57,-43.65
2018-11-8 16:5:58.500,5.24,-3.35,-7.14,23.39,511.00,29.35,4.06,102082.63,-68.19,-154.85,-33.61
2018-11-8 16:5:58.000,0.87,0.25,-10.01,23.40,653.00,29.13,4.07,102089.80,-68.84,178.59,-4.98
2018-11-8 16:5:59.500,1.31,0.13,-9.50,23.39,272.00,28.96,4.09,102085.39,-68.44,179.20,-7.86
2018-11-8 16:5:59.000,1.33,0.00,-9.21,23.41,256.00,29.20,4.02,102094.18,-69.23,180.01,-8.23
2018-11-8 16:6:0.500,1.23,0.11,-9.51,23.40,269.00,29.25,4.07,102092.56,-69.09,179.32,-7.35
2018-11-8 16:6:0.000,1.63,0.09,-9.23,23.40,285.00,29.26,4.09,102087.86,-68.6
