DateTime,Accelerometer x,y,z,Temperature,Lux,Humidity,Proximity,Pressure,Altitude,Roll,Pitch 
2018-10-20 17:0:17.500,0.70,0.13,-9.20,22.72,20.00,46.75,0.82,103067.33,-156.82,179.18,-4.35
2018-10-20 17:0:18.000,0.51,0.09,-9.30,22.73,19.00,46.73,0.82,103073.69,-157.40,179.48,-3.12
2018-10-20 17:0:18.500,0.60,0.15,-9.24,22.71,17.00,46.75,0.82,103071.22,-157.17,179.06,-3.74
2018-10-20 17:0:19.000,0.53,0.11,-9.69,22.71,19.00,46.75,0.82,103073.98,-157.42,179.33,-3.11
2018-10-20 17:0:19.500,0.50,0.16,-9.68,22.73,19.00,46.75,0.82,103070.93,-157.15,179.05,-2.94
2018-10-20 17:0:20.000,0.58,0.04,-9.52,22.71,19.00,46.75,0.82,103073.98,-157.42,179.78,-3.51
2018-10-20 17:0:20.500,0.61,0.12,-9.48,22.71,17.00,46.74,0.82,103073.98,-157.42,179.26,-3.70
2018-10-20 17:0:21.000,0.55,0.24,-9.37,22.72,17.00,46.75,0.82,103069.27,-157.00,178.55,-3.33
2018-10-20 17:0:21.500,0.55,0.12,-9.54,22.72,20.00,46.75,0.82,103072.86,-157.32,179.27,-3.28
2018-10-20 17:0:22.000,0.53,0.11,-9.28,22.71,19.00,46.75,0.82,103073.98,-157.42,179.30,-3.25
2018-10-20 17:0:22.500,0.57,0.15,-9.54,22.72,17.00,46.75,0.82,103075.61,-157.57,179.09,-3.45
2018-10-20 17:0:23.000,0.64,0.12,-9.37,22.71,17.00,46.76,0.82,103065.70,-156.68,179.25,-3.92
2018-10-20 17:0:23.500,0.51,0.08,-9.43,22.71,19.00,46.74,0.82,103076.74,-157.67,179.55,-3.08
2018-10-20 17:0:24.000,0.69,0.11,-9.22,22.72,19.00,46.75,0.82,103070.09,-157.07,179.36,-4.28
2018-10-20 17:0:24.500,0.84,0.07,-9.42,22.72,17.00,46.74,0.82,103070.09,-157.07,179.61,-5.12
2018-10-20 17:0:25.000,0.72,0.11,-9.67,22.72,17.00,46.75,0.82,103072.86,-157.32,179.33,-4.25
2018-10-20 17:0:25.500,0.59,0.13,-9.39,22.72,19.00,46.74,0.82,103066.50,-156.75,179.19,-3.62
2018-10-20 17:0:26.000,0.66,0.08,-9.37,22.73,19.00,46.78,0.82,103073.69,-157.40,179.54,-4.04
2018-10-20 17:0:26.500,0.52,0.09,-9.46,22.72,17.00,46.74,0.82,103070.09,-157.07,179.49,-3.13
2018-10-20 17:0:27.000,0.43,0.13,-9.37,22.71,17.00,46.75,0.82,103068.45,-156.92,179.19,-2.63
2018-10-20 17:0:27.500,0.69,0.11,-9.21,22.72,17.00,46.76,0.82,103064.57,-156.57,179.36,-4.28
2018-10-20 17:0:28.000,0.60,0.11,-9.29,22.72,19.00,46.75,0.82,103067.33,-156.82,179.36,-3.72
2018-10-20 17:0:28.500,0.63,0.12,-9.46,22.72,17.00,46.75,0.82,103070.09,-157.07,179.26,-3.82
2018-10-20 17:0:29.000,0.62,0.11,-9.55,22.72,17.00,46.75,0.82,103070.09,-157.07,179.38,-3.73
2018-10-20 17:0:29.500,0.55,0.10,-8.99,22.72,17.00,46.76,0.82,103070.09,-157.07,179.40,-3.47
2018-10-20 17:0:30.000,0.63,0.07,-9.17,22.72,17.00,46.74,0.82,103070.09,-157.07,179.59,-3.95
2018-10-20 17:0:30.500,0.64,0.07,-9.29,22.72,17.00,46.75,0.82,103064.57,-156.57,179.60,-3.95
2018-10-20 17:0:31.000,0.47,0.08,-9.66,22.72,17.00,46.75,0.82,103070.09,-157.07,179.56,-2.78
2018-10-20 17:0:31.500,0.55,0.11,-9.40,22.72,19.00,46.75,0.82,103067.33,-156.82,179.37,-3.33
2018-10-20 17:0:32.000,0.57,0.10,-9.26,22.72,20.00,46.75,0.82,103075.61,-157.57,179.42,-3.55
2018-10-20 17:0:32.500,0.68,0.09,-9.21,22.72,17.00,46.74,0.82,103069.27,-157.00,179.48,-4.23
2018-10-20 17:0:33.000,0.42,0.15,-9.37,22.72,19.00,46.76,0.82,103069.27,-157.00,179.08,-2.58
2018-10-20 17:0:33.500,0.61,0.03,-9.65,22.73,19.00,46.73,0.82,103073.69,-157.40,179.84,-3.64
2018-10-20 17:0:34.000,0.62,0.02,-9.40,22.73,20.00,46.76,0.82,103077.25,-157.72,179.90,-3.79
2018-10-20 17:0:34.500,0.50,0.13,-9.58,22.72,17.00,46.74,0.82,103077.54,-157.74,179.21,-2.98
2018-10-20 17:0:35.000,0.49,0.16,-9.19,22.73,17.00,46.75,0.82,103068.17,-156.90,179.00,-3.04
2018-10-20 17:0:35.500,0.65,0.17,-9.78,22.72,17.00,46.74,0.82,103067.33,-156.82,179.00,-3.81
2018-10-20 17:0:36.000,0.57,0.08,-9.29,22.72,17.00,46.75,0.82,103072.86,-157.32,179.54,-3.54
2018-10-20 17:0:36.500,0.60,0.08,-9.52,22.73,17.00,46.75,0.82,103073.69,-157.40,179.55,-3.63
2018-10-20 17:0:37.000,0.51,0.15,-9.39,22.72,17.00,46.76,0.82,103075.61,-157.57,179.08,-3.10
2018-10-20 17:0:37.500,0.65,0.13,-9.39,22.73,19.00,46.76,0.82,103074.48,-157.47,179.19,-3.97
2018-10-20 17:0:38.000,0.72,0.11,-9.66,22.73,19.00,46.78,0.82,103074.48,-157.47,179.33,-4.26
2018-10-20 17:0:38.500,0.63,0.06,-8.75,22.72,17.00,46.76,0.82,103078.38,-157.82,179.64,-4.13
2018-10-20 17:0:39.000,0.56,0.14,-9.51,22.72,17.00,46.78,0.82,103064.57,-156.57,179.15,-3.34
2018-10-20 17:0:39.500,0.69,0.08,-9.27,22.72,19.00,46.76,0.82,103069.27,-157.00,179.54,-4.25
2018-10-20 17:0:40.000,0.65,0.07,-9.34,22.73,19.00,46.78,0.82,103071.73,-157.22,179.60,-3.99
2018-10-20 17:0:40.500,0.64,0.11,-9.44,22.72,17.00,46.76,0.82,103064.57,-156.57,179.32,-3.89
2018-10-20 17:0:41.000,0.62,0.14,-9.41,22.73,20.00,46.76,0.82,103077.25,-157.72,179.14,-3.79
2018-10-20 17:0:41.500,0.65,0.02,-9.81,22.73,20.00,46.78,0.82,103070.93,-157.15,179.90,-3.80
2018-10-20 17:0:42.000,0.82,0.11,-9.77,22.72,17.00,46.78,0.82,103069.27,-157.00,179.34,-4.82
2018-10-20 17:0:42.500,0.47,0.15,-9.21,22.73,17.00,46.75,0.82,103076.45,-157.64,179.06,-2.92
2018-10-20 17:0:43.000,0.44,0.19,-9.64,22.72,19.00,46.76,0.82,103072.86,-157.32,178.87,-2.62
2018-10-20 17:0:43.500,0.50,0.09,-9.37,22.72,17.00,46.76,0.82,103074.78,-157.49,179.49,-3.04
2018-10-20 17:0:44.000,0.62,0.03,-9.56,22.73,17.00,46.76,0.82,103074.48,-157.47,179.84,-3.73
2018-10-20 17:0:44.500,0.63,0.09,-9.65,22.72,17.00,46.75,0.82,103074.78,-157.49,179.50,-3.75
2018-10-20 17:0:45.000,0.58,0.08,-9.29,22.73,17.00,46.77,0.82,103080.02,-157.96,179.54,-3.60
2018-10-20 17:0:45.500,0.72,0.14,-9.12,22.71,19.00,46.74,0.82,103073.98,-157.42,179.11,-4.50
2018-10-20 17:0:46.000,0.68,0.15,-9.51,22.72,17.00,46.75,0.82,103067.33,-156.82,179.09,-4.09
2018-10-20 17:0:46.500,0.45,0.11,-9.44,22.72,17.00,46.78,0.82,103075.61,-157.57,179.37,-2.73
2018-10-20 17:0:47.000,0.59,0.20,-9.51,22.72,17.00,46.75,0.82,103075.61,-157.57,178.80,-3.57
2018-10-20 17:0:47.500,0.61,0.11,-9.39,22.73,20.00,46.78,0.82,103076.45,-157.64,179.37,-3.74
2018-10-20 17:0:48.000,0.58,0.21,-9.29,22.72,18.00,46.75,0.82,103072.86,-157.32,178.71,-3.60
2018-10-20 17:0:48.500,0.58,0.05,-9.60,22.72,17.00,46.76,0.82,103072.86,-157.32,179.73,-3.48
2018-10-20 17:0:49.000,0.54,0.05,-9.22,22.73,19.00,46.77,0.82,103077.25,-157.72,179.72,-3.33
2018-10-20 17:0:49.500,0.54,0.08,-9.20,22.72,19.00,46.76,0.82,103070.09,-157.07,179.54,-3.34
2018-10-20 17:0:50.000,0.43,0.11,-9.52,22.73,17.00,46.78,0.82,103068.17,-156.90,179.38,-2.59
2018-10-20 17:0:50.500,0.45,0.11,-9.23,22.72,17.00,46.78,0.82,103070.09,-157.07,179.36,-2.79
2018-10-20 17:0:51.000,0.51,0.12,-9.21,22.72,17.00,46.76,0.82,103072.86,-157.32,179.24,-3.16
2018-10-20 17:0:51.500,0.57,0.06,-9.45,22.72,17.00,46.76,0.82,103072.86,-157.32,179.66,-3.48
2018-10-20 17:0:52.000,0.64,0.04,-9.57,22.73,17.00,46.78,0.82,103071.73,-157.22,179.78,-3.84
2018-10-20 17:0:52.500,0.57,0.04,-9.61,22.73,17.00,46.77,0.82,103068.97,-156.97,179.78,-3.37
2018-10-20 17:0:53.000,0.77,0.03,-9.42,22.72,17.00,46.76,0.82,103070.09,-157.07,179.84,-4.65
2018-10-20 17:0:53.500,0.56,0.11,-9.30,22.72,19.00,46.78,0.82,103070.09,-157.07,179.36,-3.42
2018-10-20 17:0:54.000,0.59,0.10,-9.33,22.73,19.00,46.76,0.82,103076.45,-157.64,179.42,-3.64
2018-10-20 17:0:54.500,0.54,0.14,-9.39,22.72,17.00,46.79,0.82,103069.27,-157.00,179.14,-3.27
2018-10-20 17:0:55.000,0.47,0.17,-9.58,22.72,17.00,46.76,0.82,103067.33,-156.82,178.98,-2.81
2018-10-20 17:0:55.500,0.58,0.11,-9.33,22.72,20.00,46.78,0.82,103078.38,-157.82,179.37,-3.58
2018-10-20 17:0:56.000,0.51,0.12,-9.12,22.73,20.00,46.76,0.82,103073.69,-157.40,179.23,-3.19
2018-10-20 17:0:56.500,0.49,0.10,-9.42,22.72,17.00,46.76,0.82,103070.09,-157.07,179.43,-2.97
2018-10-20 17:0:57.000,0.74,0.09,-9.57,22.72,17.00,46.76,0.82,103075.61,-157.57,179.50,-4.41
2018-10-20 17:0:57.500,0.49,0.11,-9.51,22.72,17.00,46.76,0.82,103070.09,-157.07,179.38,-2.94
2018-10-20 17:0:58.000,0.46,0.10,-9.07,22.72,19.00,46.76,0.82,103075.61,-157.57,179.41,-2.90
2018-10-20 17:0:58.500,0.42,0.10,-9.44,22.72,20.00,46.75,0.82,103069.27,-157.00,179.43,-2.56
2018-10-20 17:0:59.000,0.48,0.18,-9.00,22.73,17.00,46.78,0.82,103073.69,-157.40,178.86,-3.04
2018-10-20 17:0:59.500,0.55,0.11,-9.45,22.73,17.00,46.78,0.82,103073.69,-157.40,179.32,-3.31
2018-10-20 17:1:0.000,0.68,-0.02,-9.47,22.73,17.00,46.78,0.82,103076.45,-157.64,-179.90,-4.11
2018-10-20 17:1:0.500,0.66,0.10,-9.51,22.73,19.00,46.76,0.82,103076.45,-157.64,179.44,-3.97
2018-10-20 17:1:1.000,0.57,0.10,-9.19,22.73,17.00,46.78,0.82,103076.45,-157.64,179.42,-3.58
2018-10-20 17:1:1.500,0.57,0.22,-9.26,22.73,20.00,46.78,0.82,103070.93,-157.15,178.65,-3.49
2018-10-20 17:1:2.000,0.67,0.08,-9.50,22.73,19.00,46.76,0.82,103079.21,-157.89,179.55,-4.04
2018-10-20 17:1:2.500,0.56,0.21,-9.84,22.73,19.00,46.75,0.82,103071.73,-157.22,178.79,-3.23
2018-10-20 17:1:3.000,0.56,0.13,-8.96,22.72,17.00,46.78,0.82,103074.78,-157.49,179.16,-3.55
2018-10-20 17:1:3.500,0.72,0.09,-9.52,22.72,19.00,46.76,0.82,103067.33,-156.82,179.49,-4.32
2018-10-20 17:1:4.000,0.72,0.05,-9.37,22.73,20.00,46.78,0.82,103068.17,-156.90,179.72,-4.39
2018-10-20 17:1:4.500,0.52,0.11,-9.22,22.72,19.00,46.78,0.82,103070.09,-157.07,179.30,-3.21
2018-10-20 17:1:5.000,0.48,0.09,-9.43,22.73,17.00,46.77,0.82,103071.73,-157.22,179.49,-2.91
2018-10-20 17:1:5.500,0.63,0.11,-9.62,22.72,17.00,46.79,0.82,103072.02,-157.24,179.33,-3.76
2018-10-20 17:1:6.000,0.57,0.14,-9.61,22.73,19.00,46.78,0.82,103070.93,-157.15,179.16,-3.37
2018-10-20 17:1:6.500,0.54,0.05,-9.11,22.72,17.00,46.78,0.82,103074.78,-157.49,179.71,-3.37
2018-10-20 17:1:7.000,0.65,0.16,-9.43,22.72,17.00,46.75,0.82,103070.09,-157.07,179.02,-3.95
2018-10-20 17:1:7.500,0.63,0.10,-9.16,22.71,20.00,46.76,0.82,103068.45,-156.92,179.41,-3.95
2018-10-20 17:1:8.000,0.53,0.07,-9.30,22.72,17.00,46.78,0.82,103072.02,-157.24,179.60,-3.24
2018-10-20 17:1:8.500,0.55,0.10,-9.52,22.72,19.00,46.78,0.82,103067.33,-156.82,179.44,-3.28
2018-10-20 17:1:9.000,0.55,0.11,-9.38,22.72,17.00,46.76,0.82,103061.81,-156.33,179.31,-3.33
2018-10-20 17:1:9.500,0.56,0.11,-9.44,22.73,19.00,46.78,0.82,103070.93,-157.15,179.32,-3.37
2018-10-20 17:1:10.000,0.47,0.11,-9.39,22.73,20.00,46.75,0.82,103065.41,-156.65,179.31,-2.86
2018-10-20 17:1:10.500,0.66,0.10,-9.26,22.72,17.00,46.76,0.82,103067.33,-156.82,179.42,-4.08
2018-10-20 17:1:11.000,0.59,0.11,-9.32,22.72,17.00,46.76,0.82,103066.50,-156.75,179.31,-3.65
2018-10-20 17:1:11.500,0.62,0.06,-9.42,22.71,20.00,46.76,0.82,103073.98,-157.42,179.66,-3.78
2018-10-20 17:1:12.000,0.63,0.04,-9.12,22.71,20.00,46.76,0.82,103079.50,-157.92,179.77,-3.97
2018-10-20 17:1:12.500,0.53,0.09,-9.57,22.73,17.00,46.78,0.82,103070.93,-157.15,179.50,-3.15
2018-10-20 17:1:13.000,0.60,0.16,-9.40,22.71,17.00,46.75,0.82,103064.87,-156.60,179.02,-3.67
2018-10-20 17:1:13.500,0.57,0.11,-9.46,22.71,20.00,46.74,0.82,103071.22,-157.17,179.32,-3.42
2018-10-20 17:1:14.000,0.53,0.07,-9.28,22.72,19.00,46.78,0.82,103069.27,-157.00,179.60,-3.25
2018-10-20 17:1:14.500,0.42,0.24,-9.58,22.72,19.00,46.76,0.82,103078.38,-157.82,178.58,-2.52
2018-10-20 17:1:15.000,0.59,0.10,-9.39,22.72,17.00,46.78,0.82,103069.27,-157.00,179.43,-3.62
2018-10-20 17:1:15.500,0.57,0.20,-9.56,22.72,17.00,46.75,0.82,103066.50,-156.75,178.81,-3.38
2018-10-20 17:1:16.000,0.49,0.15,-9.53,22.72,19.00,46.75,0.82,103072.86,-157.32,179.09,-2.93
2018-10-20 17:1:16.500,0.39,0.20,-9.63,22.71,18.00,46.77,0.82,103068.45,-156.92,178.82,-2.34
2018-10-20 17:1:17.000,0.71,0.09,-9.64,22.72,17.00,46.76,0.82,103070.09,-157.07,179.50,-4.21
2018-10-20 17:1:17.500,0.53,0.10,-9.22,22.72,17.00,46.78,0.82,103075.61,-157.57,179.42,-3.27
2018-10-20 17:1:18.000,0.52,0.14,-9.04,22.72,19.00,46.76,0.82,103075.61,-157.57,179.10,-3.27
2018-10-20 17:1:18.500,0.67,0.10,-9.21,22.72,20.00,46.78,0.82,103072.02,-157.24,179.42,-4.17
2018-10-20 17:1:19.000,0.68,0.13,-9.37,22.71,17.00,46.76,0.82,103070.39,-157.10,179.19,-4.15
2018-10-20 17:1:19.500,0.59,0.15,-9.25,22.72,19.00,46.76,0.82,103074.78,-157.49,179.06,-3.67
2018-10-20 17:1:20.000,0.59,0.03,-9.04,22.72,20.00,46.76,0.82,103075.61,-157.57,179.83,-3.76
2018-10-20 17:1:20.500,0.75,0.02,-9.22,22.73,18.00,46.77,0.82,103077.25,-157.72,179.89,-4.63
2018-10-20 17:1:21.000,0.63,0.15,-9.44,22.73,17.00,46.76,0.82,103073.69,-157.40,179.08,-3.83
2018-10-20 17:1:21.500,0.49,0.17,-9.47,22.72,17.00,46.78,0.82,103075.61,-157.57,178.97,-2.95
2018-10-20 17:1:22.000,0.72,0.09,-9.46,22.72,19.00,46.75,0.82,103074.78,-157.49,179.49,-4.34
2018-10-20 17:1:22.500,0.80,0.05,-9.45,22.72,19.00,46.74,0.82,103072.86,-157.32,179.72,-4.81
2018-10-20 17:1:23.000,0.67,0.08,-9.36,22.72,17.00,46.76,0.82,103072.86,-157.32,179.54,-4.10
2018-10-20 17:1:23.500,0.64,0.10,-9.21,22.72,17.00,46.76,0.82,103075.61,-157.57,179.42,-3.99
2018-10-20 17:1:24.000,0.52,0.17,-9.51,22.73,19.00,46.76,0.82,103065.41,-156.65,178.97,-3.11
2018-10-20 17:1:24.500,0.64,0.05,-9.41,22.72,20.00,46.75,0.82,103070.09,-157.07,179.72,-3.90
2018-10-20 17:1:25.000,0.62,0.12,-9.59,22.72,17.00,46.76,0.82,103067.33,-156.82,179.27,-3.72
2018-10-20 17:1:25.500,0.75,0.06,-9.35,22.71,17.00,46.76,0.82,103068.45,-156.92,179.66,-4.57
2018-10-20 17:1:26.000,0.68,0.09,-9.48,22.72,17.00,46.78,0.82,103074.78,-157.49,179.49,-4.10
2018-10-20 17:1:26.500,0.51,0.11,-9.42,22.72,19.00,46.75,0.82,103066.50,-156.75,179.37,-3.09
2018-10-20 17:1:27.000,0.76,0.06,-9.54,22.72,20.00,46.76,0.82,103070.09,-157.07,179.67,-4.54
2018-10-20 17:1:27.500,0.75,0.12,-9.46,22.72,17.00,46.75,0.82,103069.27,-157.00,179.26,-4.51
2018-10-20 17:1:28.000,0.60,0.08,-9.52,22.73,17.00,46.76,0.82,103070.93,-157.15,179.55,-3.63
2018-10-20 17:1:28.500,0.64,0.05,-9.42,22.72,17.00,46.73,0.82,103066.50,-156.75,179.72,-3.90
2018-10-20 17:1:29.000,0.73,0.09,-9.30,22.71,17.00,46.74,0.82,103068.45,-156.92,179.48,-4.48
2018-10-20 17:1:29.500,0.54,0.10,-9.32,22.71,17.00,46.76,0.82,103073.98,-157.42,179.42,-3.29
2018-10-20 17:1:30.000,0.64,0.08,-9.45,22.72,19.00,46.75,0.82,103069.27,-157.00,179.55,-3.88
2018-10-20 17:1:30.500,0.57,0.08,-9.45,22.72,19.00,46.74,0.82,103072.02,-157.24,179.55,-3.42
2018-10-20 17:1:31.000,0.51,0.16,-9.35,22.72,19.00,46.74,0.82,103072.02,-157.24,179.02,-3.11
2018-10-20 17:1:31.500,0.47,0.14,-9.16,22.72,17.00,46.76,0.82,103066.50,-156.75,179.11,-2.93
2018-10-20 17:1:32.000,0.58,0.08,-9.62,22.72,17.00,46.75,0.82,103069.27,-157.00,179.56,-3.48
2018-10-20 17:1:32.500,0.70,0.04,-9.45,22.72,19.00,46.74,0.82,103070.09,-157.07,179.78,-4.23
2018-10-20 17:1:33.000,0.77,0.15,-9.36,22.72,19.00,46.75,0.82,103067.33,-156.82,179.07,-4.68
2018-10-20 17:1:33.500,0.69,0.06,-9.45,22.72,17.00,46.75,0.82,103075.61,-157.57,179.66,-4.17
2018-10-20 17:1:34.000,0.48,0.15,-9.42,22.72,17.00,46.76,0.82,103072.02,-157.24,179.08,-2.91
2018-10-20 17:1:34.500,0.61,0.13,-9.55,22.73,19.00,46.74,0.82,103070.93,-157.15,179.21,-3.67
2018-10-20 17:1:35.000,0.60,0.10,-9.50,22.72,19.00,46.76,0.82,103064.57,-156.57,179.44,-3.63
2018-10-20 17:1:35.500,0.60,0.05,-9.14,22.72,17.00,46.76,0.82,103064.57,-156.57,179.71,-3.78
2018-10-20 17:1:36.000,0.51,0.06,-9.45,22.74,19.00,46.75,0.82,103072.56,-157.29,179.66,-3.07
2018-10-20 17:1:36.500,0.54,0.15,-9.39,22.72,17.00,46.75,0.82,103072.86,-157.32,179.08,-3.27
2018-10-20 17:1:37.000,0.63,0.07,-9.29,22.73,19.00,46.75,0.82,103073.69,-157.40,179.60,-3.89
2018-10-20 17:1:37.500,0.55,0.12,-9.67,22.72,17.00,46.74,0.82,103074.78,-157.49,179.28,-3.23
2018-10-20 17:1:38.000,0.59,0.04,-9.21,22.72,19.00,46.74,0.82,103069.27,-157.00,179.77,-3.69
2018-10-20 17:1:38.500,0.71,0.18,-9.20,22.73,19.00,46.73,0.82,103068.17,-156.90,178.88,-4.41
2018-10-20 17:1:39.000,0.47,0.12,-9.49,22.72,17.00,46.74,0.82,103070.09,-157.07,179.26,-2.83
2018-10-20 17:1:39.500,0.56,0.08,-9.22,22.72,17.00,46.75,0.82,103072.86,-157.32,179.54,-3.45
2018-10-20 17:1:40.000,0.63,0.19,-9.47,22.72,17.00,46.74,0.82,103077.54,-157.74,178.85,-3.82
2018-10-20 17:1:40.500,0.61,0.29,-9.71,22.72,17.00,46.74,0.82,103070.09,-157.07,178.32,-3.61
2018-10-20 17:1:41.000,0.43,0.14,-9.45,22.72,19.00,46.75,0.82,103070.09,-157.07,179.14,-2.61
2018-10-20 17:1:41.500,0.60,0.09,-9.32,22.72,17.00,46.74,0.82,103075.61,-157.57,179.48,-3.70
2018-10-20 17:1:42.000,0.56,0.12,-9.68,22.73,17.00,46.75,0.82,103073.69,-157.40,179.28,-3.28
2018-10-20 17:1:42.500,0.63,0.08,-9.50,22.72,20.00,46.75,0.82,103069.27,-157.00,179.55,-3.81
2018-10-20 17:1:43.000,0.71,0.12,-9.39,22.72,17.00,46.72,0.82,103072.86,-157.32,179.25,-4.32
2018-10-20 17:1:43.500,0.41,0.24,-9.50,22.71,17.00,46.74,0.82,103068.45,-156.92,178.57,-2.48
2018-10-20 17:1:44.000,0.52,0.17,-9.62,22.72,20.00,46.74,0.82,103070.09,-157.07,178.99,-3.08
2018-10-20 17:1:44.500,0.55,0.11,-9.69,22.72,19.00,46.74,0.82,103078.38,-157.82,179.33,-3.22
2018-10-20 17:1:45.000,0.89,0.11,-9.02,22.72,19.00,46.74,0.82,103075.61,-157.57,179.34,-5.64
2018-10-20 17:1:45.500,0.52,0.14,-9.30,22.71,17.00,46.74,0.82,103073.98,-157.42,179.13,-3.18
2018-10-20 17:1:46.000,0.61,0.12,-9.43,22.72,17.00,46.75,0.82,103074.78,-157.49,179.26,-3.72
2018-10-20 17:1:46.500,0.62,0.08,-9.43,22.72,17.00,46.75,0.82,103075.61,-157.57,179.55,-3.78
2018-10-20 17:1:47.000,0.42,0.11,-9.29,22.72,17.00,46.73,0.82,103074.78,-157.49,179.36,-2.60
2018-10-20 17:1:47.500,0.61,0.05,-9.67,22.73,17.00,46.73,0.82,103070.93,-157.15,179.73,-3.63
2018-10-20 17:1:48.000,0.58,0.06,-9.00,22.72,20.00,46.73,0.82,103072.86,-157.32,179.65,-3.71
2018-10-20 17:1:48.500,0.52,0.10,-9.41,22.72,20.00,46.73,0.82,103072.86,-157.32,179.43,-3.15
2018-10-20 17:1:49.000,0.61,0.11,-9.34,22.73,19.00,46.74,0.82,103073.69,-157.40,179.31,-3.76
2018-10-20 17:1:49.500,0.60,0.09,-9.53,22.72,17.00,46.73,0.82,103064.57,-156.57,179.49,-3.62
